DT_REFER,DS_CONTA,Patrimônio Líquido Consolidado,DENOM_CIA,Crescimento Anual (%)
2015-12-31,Patrimônio Líquido Consolidado,0.000914105,PRIO S.A.,
2016-12-31,Patrimônio Líquido Consolidado,0.000834152,PRIO S.A.,-8.746588192822491
2017-12-31,Patrimônio Líquido Consolidado,0.000860483,PRIO S.A.,3.156618937555744
2018-12-31,Patrimônio Líquido Consolidado,0.001006596,PRIO S.A.,16.980347084137627
2019-12-31,Patrimônio Líquido Consolidado,0.002165101,PRIO S.A.,115.09135740654641
2020-12-31,Patrimônio Líquido Consolidado,0.003151263,PRIO S.A.,45.54808297626762
2021-12-31,Patrimônio Líquido Consolidado,0.006620249,PRIO S.A.,110.0824018814044
2022-12-31,Patrimônio Líquido Consolidado,0.009892017,PRIO S.A.,49.42061846918446
2023-12-31,Patrimônio Líquido Consolidado,0.01387828,PRIO S.A.,40.2977774906776
